call_id,timestamp,region,call_type,call_duration,priority_level,agent_available,weather_flag,is_holiday,call_volume_next_interval,hour,day_of_week,is_weekend,lag_1,rolling_call_count,moving_avg_3
4312,2025-01-15 23:20:00,West,Police,287,2,25,Normal,0,21,23,2,0,14.0,50.0,16.666666666666668
4313,2025-01-15 23:25:00,South,Police,778,2,27,Severe,0,38,23,2,0,21.0,73.0,24.333333333333332
4314,2025-01-15 23:30:00,Central,Medical,868,3,29,Normal,0,16,23,2,0,38.0,75.0,25.0
4315,2025-01-15 23:35:00,North,Medical,417,3,26,Normal,0,21,23,2,0,16.0,75.0,25.0
4316,2025-01-15 23:40:00,West,Police,753,2,5,Normal,0,17,23,2,0,21.0,54.0,18.0
4317,2025-01-15 23:45:00,Central,Police,358,2,6,Normal,0,18,23,2,0,17.0,56.0,18.666666666666668
4318,2025-01-15 23:50:00,East,Medical,808,3,25,Normal,0,26,23,2,0,18.0,61.0,20.333333333333332
4319,2025-01-15 23:55:00,Central,Medical,328,3,23,Normal,0,19,23,2,0,26.0,63.0,21.0
4320,2025-01-16 00:00:00,North,Police,576,2,20,Normal,0,24,0,3,0,19.0,69.0,23.0
4321,2025-01-16 00:05:00,Central,Other,185,1,29,Normal,0,21,0,3,0,24.0,64.0,21.333333333333332
4322,2025-01-16 00:10:00,North,Other,335,1,6,Normal,0,16,0,3,0,21.0,61.0,20.333333333333332
4323,2025-01-16 00:15:00,Central,Fire,607,4,11,Normal,0,26,0,3,0,16.0,63.0,21.0
4324,2025-01-16 00:20:00,West,Police,722,2,10,Normal,0,20,0,3,0,26.0,62.0,20.666666666666668
4325,2025-01-16 00:25:00,West,Medical,565,3,24,Severe,0,29,0,3,0,20.0,75.0,25.0
4326,2025-01-16 00:30:00,Central,Medical,325,3,12,Normal,0,14,0,3,0,29.0,63.0,21.0
4327,2025-01-16 00:35:00,West,Medical,531,3,26,Normal,0,22,0,3,0,14.0,65.0,21.666666666666668
4328,2025-01-16 00:40:00,West,Police,486,2,20,Normal,0,23,0,3,0,22.0,59.0,19.666666666666668
4329,2025-01-16 00:45:00,South,Medical,841,3,27,Normal,0,23,0,3,0,23.0,68.0,22.666666666666668
4330,2025-01-16 00:50:00,Central,Medical,409,3,11,Normal,0,19,0,3,0,23.0,65.0,21.666666666666668
4331,2025-01-16 00:55:00,West,Medical,649,3,23,Normal,0,21,0,3,0,19.0,63.0,21.0
4332,2025-01-16 01:00:00,West,Police,335,2,11,Normal,0,13,1,3,0,21.0,53.0,17.666666666666668
4333,2025-01-16 01:05:00,Central,Medical,800,3,13,Normal,0,25,1,3,0,13.0,59.0,19.666666666666668
4334,2025-01-16 01:10:00,South,Police,728,2,18,Normal,0,24,1,3,0,25.0,62.0,20.666666666666668
4335,2025-01-16 01:15:00,North,Other,263,1,24,Normal,0,13,1,3,0,24.0,62.0,20.666666666666668
4336,2025-01-16 01:20:00,West,Fire,541,4,29,Severe,0,46,1,3,0,13.0,83.0,27.666666666666668
4337,2025-01-16 01:25:00,South,Police,589,2,29,Normal,0,14,1,3,0,46.0,73.0,24.333333333333332
4338,2025-01-16 01:30:00,North,Police,466,2,24,Normal,0,14,1,3,0,14.0,74.0,24.666666666666668
4339,2025-01-16 01:35:00,West,Police,553,2,8,Normal,0,21,1,3,0,14.0,49.0,16.333333333333332
4340,2025-01-16 01:40:00,North,Medical,356,3,17,Normal,0,18,1,3,0,21.0,53.0,17.666666666666668
4341,2025-01-16 01:45:00,Central,Medical,756,3,12,Normal,0,25,1,3,0,18.0,64.0,21.333333333333332
4342,2025-01-16 01:50:00,Central,Medical,463,3,28,Severe,0,37,1,3,0,25.0,80.0,26.666666666666668
4343,2025-01-16 01:55:00,North,Police,775,2,23,Normal,0,22,1,3,0,37.0,84.0,28.0
4344,2025-01-16 02:00:00,Central,Medical,616,3,23,Normal,0,16,2,3,0,22.0,75.0,25.0
4345,2025-01-16 02:05:00,South,Other,110,1,11,Normal,0,20,2,3,0,16.0,58.0,19.333333333333332
4346,2025-01-16 02:10:00,North,Fire,720,4,29,Severe,0,46,2,3,0,20.0,82.0,27.333333333333332
4347,2025-01-16 02:15:00,West,Medical,789,3,20,Normal,0,17,2,3,0,46.0,83.0,27.666666666666668
4348,2025-01-16 02:20:00,West,Fire,465,4,27,Normal,0,22,2,3,0,17.0,85.0,28.333333333333332
4349,2025-01-16 02:25:00,North,Other,207,1,27,Normal,0,23,2,3,0,22.0,62.0,20.666666666666668
4350,2025-01-16 02:30:00,South,Police,685,2,18,Normal,0,14,2,3,0,23.0,59.0,19.666666666666668
4351,2025-01-16 02:35:00,Central,Medical,806,3,21,Normal,0,19,2,3,0,14.0,56.0,18.666666666666668
4352,2025-01-16 02:40:00,North,Medical,513,3,13,Normal,0,19,2,3,0,19.0,52.0,17.333333333333332
4353,2025-01-16 02:45:00,North,Medical,357,3,25,Normal,0,14,2,3,0,19.0,52.0,17.333333333333332
4354,2025-01-16 02:50:00,East,Medical,570,3,20,Normal,0,21,2,3,0,14.0,54.0,18.0
4355,2025-01-16 02:55:00,Central,Police,582,2,6,Normal,0,16,2,3,0,21.0,51.0,17.0
4356,2025-01-16 03:00:00,West,Police,501,2,18,Normal,0,21,3,3,0,16.0,58.0,19.333333333333332
4357,2025-01-16 03:05:00,Central,Other,244,1,8,Normal,0,24,3,3,0,21.0,61.0,20.333333333333332
4358,2025-01-16 03:10:00,Central,Other,313,1,14,Normal,0,21,3,3,0,24.0,66.0,22.0
4359,2025-01-16 03:15:00,South,Police,350,2,16,Normal,0,25,3,3,0,21.0,70.0,23.333333333333332
4360,2025-01-16 03:20:00,South,Police,241,2,25,Normal,0,23,3,3,0,25.0,69.0,23.0
4361,2025-01-16 03:25:00,East,Police,787,2,22,Normal,0,20,3,3,0,23.0,68.0,22.666666666666668
4362,2025-01-16 03:30:00,East,Other,346,1,24,Normal,0,27,3,3,0,20.0,70.0,23.333333333333332
4363,2025-01-16 03:35:00,South,Police,430,2,19,Normal,0,22,3,3,0,27.0,69.0,23.0
4364,2025-01-16 03:40:00,East,Police,733,2,27,Normal,1,34,3,3,0,22.0,83.0,27.666666666666668
4365,2025-01-16 03:45:00,South,Medical,416,3,5,Normal,0,15,3,3,0,34.0,71.0,23.666666666666668
4366,2025-01-16 03:50:00,East,Medical,379,3,23,Normal,0,17,3,3,0,15.0,66.0,22.0
4367,2025-01-16 03:55:00,North,Police,246,2,25,Normal,1,33,3,3,0,17.0,65.0,21.666666666666668
4368,2025-01-16 04:00:00,Central,Other,365,1,7,Normal,0,19,4,3,0,33.0,69.0,23.0
4369,2025-01-16 04:05:00,East,Medical,492,3,28,Normal,0,20,4,3,0,19.0,72.0,24.0
4370,2025-01-16 04:10:00,East,Other,108,1,9,Normal,0,13,4,3,0,20.0,52.0,17.333333333333332
4371,2025-01-16 04:15:00,Central,Police,672,2,17,Normal,0,22,4,3,0,13.0,55.0,18.333333333333332
4372,2025-01-16 04:20:00,West,Police,326,2,17,Normal,0,27,4,3,0,22.0,62.0,20.666666666666668
4373,2025-01-16 04:25:00,West,Medical,511,3,20,Normal,0,20,4,3,0,27.0,69.0,23.0
4374,2025-01-16 04:30:00,East,Medical,345,3,19,Normal,0,16,4,3,0,20.0,63.0,21.0
4375,2025-01-16 04:35:00,East,Other,330,1,7,Normal,0,25,4,3,0,16.0,61.0,20.333333333333332
4376,2025-01-16 04:40:00,West,Police,469,2,26,Normal,0,18,4,3,0,25.0,59.0,19.666666666666668
4377,2025-01-16 04:45:00,East,Medical,384,3,6,Normal,0,15,4,3,0,18.0,58.0,19.333333333333332
4378,2025-01-16 04:50:00,North,Other,244,1,20,Normal,0,18,4,3,0,15.0,51.0,17.0
4379,2025-01-16 04:55:00,Central,Police,246,2,29,Normal,0,23,4,3,0,18.0,56.0,18.666666666666668
4380,2025-01-16 05:00:00,South,Police,508,2,13,Normal,0,15,5,3,0,23.0,56.0,18.666666666666668
4381,2025-01-16 05:05:00,North,Police,539,2,16,Normal,0,13,5,3,0,15.0,51.0,17.0
4382,2025-01-16 05:10:00,South,Police,283,2,9,Normal,0,24,5,3,0,13.0,52.0,17.333333333333332
4383,2025-01-16 05:15:00,West,Police,221,2,16,Normal,0,15,5,3,0,24.0,52.0,17.333333333333332
4384,2025-01-16 05:20:00,East,Police,695,2,10,Normal,0,18,5,3,0,15.0,57.0,19.0
4385,2025-01-16 05:25:00,East,Other,226,1,14,Normal,0,21,5,3,0,18.0,54.0,18.0
4386,2025-01-16 05:30:00,Central,Police,329,2,15,Normal,0,25,5,3,0,21.0,64.0,21.333333333333332
4387,2025-01-16 05:35:00,East,Medical,581,3,7,Severe,0,52,5,3,0,25.0,98.0,32.666666666666664
4388,2025-01-16 05:40:00,South,Fire,1095,4,16,Normal,0,20,5,3,0,52.0,97.0,32.333333333333336
4389,2025-01-16 05:45:00,North,Medical,583,3,18,Normal,0,27,5,3,0,20.0,99.0,33.0
4390,2025-01-16 05:50:00,West,Police,434,2,14,Normal,0,17,5,3,0,27.0,64.0,21.333333333333332
4391,2025-01-16 05:55:00,Central,Police,402,2,29,Severe,0,38,5,3,0,17.0,82.0,27.333333333333332
4392,2025-01-16 06:00:00,South,Medical,547,3,28,Normal,0,16,6,3,0,38.0,71.0,23.666666666666668
4393,2025-01-16 06:05:00,North,Fire,1118,4,8,Normal,0,32,6,3,0,16.0,86.0,28.666666666666668
4394,2025-01-16 06:10:00,North,Police,230,2,18,Normal,0,21,6,3,0,32.0,69.0,23.0
4395,2025-01-16 06:15:00,South,Medical,605,3,19,Normal,0,21,6,3,0,21.0,74.0,24.666666666666668
4396,2025-01-16 06:20:00,East,Police,448,2,8,Normal,0,22,6,3,0,21.0,64.0,21.333333333333332
4397,2025-01-16 06:25:00,East,Medical,692,3,23,Normal,0,16,6,3,0,22.0,59.0,19.666666666666668
4398,2025-01-16 06:30:00,South,Police,380,2,29,Severe,0,33,6,3,0,16.0,71.0,23.666666666666668
4399,2025-01-16 06:35:00,South,Medical,544,3,15,Normal,0,18,6,3,0,33.0,67.0,22.333333333333332
4400,2025-01-16 06:40:00,North,Medical,782,3,25,Normal,0,13,6,3,0,18.0,64.0,21.333333333333332
4401,2025-01-16 06:45:00,East,Medical,591,3,24,Normal,0,30,6,3,0,13.0,61.0,20.333333333333332
4402,2025-01-16 06:50:00,Central,Police,245,2,23,Normal,0,25,6,3,0,30.0,68.0,22.666666666666668
4403,2025-01-16 06:55:00,South,Other,180,1,29,Normal,0,16,6,3,0,25.0,71.0,23.666666666666668
4404,2025-01-16 07:00:00,East,Fire,1159,4,27,Normal,0,16,7,3,0,16.0,57.0,19.0
4405,2025-01-16 07:05:00,South,Other,258,1,21,Normal,0,22,7,3,0,16.0,54.0,18.0
4406,2025-01-16 07:10:00,Central,Other,286,1,13,Normal,0,19,7,3,0,22.0,57.0,19.0
4407,2025-01-16 07:15:00,Central,Medical,692,3,21,Normal,0,25,7,3,0,19.0,66.0,22.0
4408,2025-01-16 07:20:00,East,Police,702,2,8,Normal,0,20,7,3,0,25.0,64.0,21.333333333333332
4409,2025-01-16 07:25:00,Central,Medical,882,3,21,Severe,0,35,7,3,0,20.0,80.0,26.666666666666668
4410,2025-01-16 07:30:00,East,Medical,333,3,5,Normal,0,22,7,3,0,35.0,77.0,25.666666666666668
4411,2025-01-16 07:35:00,East,Medical,821,3,23,Normal,0,17,7,3,0,22.0,74.0,24.666666666666668
4412,2025-01-16 07:40:00,South,Police,427,2,20,Normal,0,24,7,3,0,17.0,63.0,21.0
4413,2025-01-16 07:45:00,North,Medical,584,3,22,Normal,0,25,7,3,0,24.0,66.0,22.0
4414,2025-01-16 07:50:00,North,Police,494,2,9,Normal,0,22,7,3,0,25.0,71.0,23.666666666666668
4415,2025-01-16 07:55:00,East,Medical,304,3,17,Normal,0,14,7,3,0,22.0,61.0,20.333333333333332
4416,2025-01-16 08:00:00,South,Police,243,2,8,Normal,0,32,8,3,0,14.0,68.0,22.666666666666668
4417,2025-01-16 08:05:00,East,Other,201,1,21,Normal,0,39,8,3,0,32.0,85.0,28.333333333333332
4418,2025-01-16 08:10:00,South,Medical,320,3,6,Normal,0,31,8,3,0,39.0,102.0,34.0
4419,2025-01-16 08:15:00,West,Police,506,2,12,Normal,0,25,8,3,0,31.0,95.0,31.666666666666668
4420,2025-01-16 08:20:00,East,Other,241,1,19,Normal,0,31,8,3,0,25.0,87.0,29.0
4421,2025-01-16 08:25:00,North,Other,164,1,11,Normal,0,32,8,3,0,31.0,88.0,29.333333333333332
4422,2025-01-16 08:30:00,North,Medical,308,3,23,Normal,0,26,8,3,0,32.0,89.0,29.666666666666668
4423,2025-01-16 08:35:00,North,Other,385,1,17,Normal,0,27,8,3,0,26.0,85.0,28.333333333333332
4424,2025-01-16 08:40:00,East,Other,390,1,18,Normal,1,52,8,3,0,27.0,105.0,35.0
4425,2025-01-16 08:45:00,South,Other,234,1,11,Normal,0,29,8,3,0,52.0,108.0,36.0
4426,2025-01-16 08:50:00,West,Medical,441,3,7,Normal,0,35,8,3,0,29.0,116.0,38.666666666666664
4427,2025-01-16 08:55:00,East,Medical,506,3,26,Normal,0,30,8,3,0,35.0,94.0,31.333333333333332
4428,2025-01-16 09:00:00,East,Police,303,2,13,Normal,0,35,9,3,0,30.0,100.0,33.333333333333336
4429,2025-01-16 09:05:00,West,Police,756,2,29,Normal,0,33,9,3,0,35.0,98.0,32.666666666666664
4430,2025-01-16 09:10:00,East,Other,377,1,19,Normal,0,30,9,3,0,33.0,98.0,32.666666666666664
4431,2025-01-16 09:15:00,West,Other,119,1,19,Normal,0,28,9,3,0,30.0,91.0,30.333333333333332
4432,2025-01-16 09:20:00,Central,Medical,713,3,24,Normal,0,24,9,3,0,28.0,82.0,27.333333333333332
4433,2025-01-16 09:25:00,South,Medical,703,3,19,Normal,0,32,9,3,0,24.0,84.0,28.0
4434,2025-01-16 09:30:00,East,Police,498,2,11,Normal,0,30,9,3,0,32.0,86.0,28.666666666666668
4435,2025-01-16 09:35:00,North,Medical,589,3,8,Normal,0,25,9,3,0,30.0,87.0,29.0
4436,2025-01-16 09:40:00,West,Police,553,2,24,Normal,0,26,9,3,0,25.0,81.0,27.0
4437,2025-01-16 09:45:00,Central,Medical,746,3,14,Normal,0,28,9,3,0,26.0,79.0,26.333333333333332
4438,2025-01-16 09:50:00,West,Medical,676,3,6,Normal,0,24,9,3,0,28.0,78.0,26.0
4439,2025-01-16 09:55:00,West,Police,330,2,27,Normal,0,35,9,3,0,24.0,87.0,29.0
4440,2025-01-16 10:00:00,West,Medical,803,3,28,Normal,0,31,10,3,0,35.0,90.0,30.0
4441,2025-01-16 10:05:00,Central,Other,378,1,13,Normal,0,22,10,3,0,31.0,88.0,29.333333333333332
4442,2025-01-16 10:10:00,East,Other,288,1,14,Normal,0,18,10,3,0,22.0,71.0,23.666666666666668
4443,2025-01-16 10:15:00,East,Other,119,1,13,Normal,0,18,10,3,0,18.0,58.0,19.333333333333332
4444,2025-01-16 10:20:00,South,Medical,843,3,16,Severe,0,34,10,3,0,18.0,70.0,23.333333333333332
4445,2025-01-16 10:25:00,Central,Medical,477,3,5,Normal,1,30,10,3,0,34.0,82.0,27.333333333333332
4446,2025-01-16 10:30:00,Central,Medical,612,3,15,Normal,0,17,10,3,0,30.0,81.0,27.0
4447,2025-01-16 10:35:00,Central,Other,185,1,20,Severe,0,41,10,3,0,17.0,88.0,29.333333333333332
4448,2025-01-16 10:40:00,East,Police,367,2,23,Normal,0,14,10,3,0,41.0,72.0,24.0
4449,2025-01-16 10:45:00,South,Medical,720,3,15,Normal,0,24,10,3,0,14.0,79.0,26.333333333333332
4450,2025-01-16 10:50:00,North,Police,626,2,13,Normal,0,22,10,3,0,24.0,60.0,20.0
4451,2025-01-16 10:55:00,West,Police,740,2,26,Normal,1,48,10,3,0,22.0,94.0,31.333333333333332
4452,2025-01-16 11:00:00,Central,Medical,384,3,22,Normal,0,17,11,3,0,48.0,87.0,29.0
4453,2025-01-16 11:05:00,Central,Fire,596,4,11,Normal,0,23,11,3,0,17.0,88.0,29.333333333333332
4454,2025-01-16 11:10:00,North,Police,699,2,14,Normal,0,30,11,3,0,23.0,70.0,23.333333333333332
4455,2025-01-16 11:15:00,South,Medical,375,3,20,Normal,0,19,11,3,0,30.0,72.0,24.0
4456,2025-01-16 11:20:00,East,Police,625,2,26,Severe,0,52,11,3,0,19.0,101.0,33.666666666666664
4457,2025-01-16 11:25:00,South,Police,790,2,13,Normal,0,16,11,3,0,52.0,87.0,29.0
4458,2025-01-16 11:30:00,Central,Other,137,1,12,Normal,0,20,11,3,0,16.0,88.0,29.333333333333332
4459,2025-01-16 11:35:00,Central,Medical,587,3,11,Normal,0,15,11,3,0,20.0,51.0,17.0
4460,2025-01-16 11:40:00,West,Police,300,2,16,Normal,0,19,11,3,0,15.0,54.0,18.0
4461,2025-01-16 11:45:00,Central,Other,357,1,10,Normal,0,18,11,3,0,19.0,52.0,17.333333333333332
4462,2025-01-16 11:50:00,South,Medical,869,3,7,Normal,0,29,11,3,0,18.0,66.0,22.0
4463,2025-01-16 11:55:00,Central,Other,155,1,28,Normal,0,18,11,3,0,29.0,65.0,21.666666666666668
4464,2025-01-16 12:00:00,South,Other,292,1,15,Normal,0,32,12,3,0,18.0,79.0,26.333333333333332
4465,2025-01-16 12:05:00,Central,Fire,597,4,8,Normal,0,12,12,3,0,32.0,62.0,20.666666666666668
4466,2025-01-16 12:10:00,West,Medical,741,3,5,Normal,0,20,12,3,0,12.0,64.0,21.333333333333332
4467,2025-01-16 12:15:00,Central,Fire,670,4,9,Normal,0,21,12,3,0,20.0,53.0,17.666666666666668
4468,2025-01-16 12:20:00,North,Police,429,2,17,Normal,0,21,12,3,0,21.0,62.0,20.666666666666668
4469,2025-01-16 12:25:00,Central,Medical,887,3,15,Normal,0,28,12,3,0,21.0,70.0,23.333333333333332
4470,2025-01-16 12:30:00,South,Police,429,2,7,Normal,0,25,12,3,0,28.0,74.0,24.666666666666668
4471,2025-01-16 12:35:00,West,Medical,735,3,18,Normal,0,20,12,3,0,25.0,73.0,24.333333333333332
4472,2025-01-16 12:40:00,South,Fire,631,4,14,Normal,0,25,12,3,0,20.0,70.0,23.333333333333332
4473,2025-01-16 12:45:00,West,Medical,882,3,26,Normal,0,16,12,3,0,25.0,61.0,20.333333333333332
4474,2025-01-16 12:50:00,East,Other,182,1,25,Normal,0,16,12,3,0,16.0,57.0,19.0
4475,2025-01-16 12:55:00,South,Other,217,1,27,Normal,0,20,12,3,0,16.0,52.0,17.333333333333332
4476,2025-01-16 13:00:00,West,Fire,1088,4,18,Normal,0,23,13,3,0,20.0,59.0,19.666666666666668
4477,2025-01-16 13:05:00,West,Medical,318,3,19,Normal,0,20,13,3,0,23.0,63.0,21.0
4478,2025-01-16 13:10:00,West,Medical,409,3,12,Normal,0,27,13,3,0,20.0,70.0,23.333333333333332
4479,2025-01-16 13:15:00,North,Fire,502,4,13,Normal,0,21,13,3,0,27.0,68.0,22.666666666666668
4480,2025-01-16 13:20:00,North,Medical,736,3,8,Normal,0,20,13,3,0,21.0,68.0,22.666666666666668
4481,2025-01-16 13:25:00,South,Police,475,2,24,Normal,0,30,13,3,0,20.0,71.0,23.666666666666668
4482,2025-01-16 13:30:00,Central,Fire,628,4,12,Normal,0,19,13,3,0,30.0,69.0,23.0
4483,2025-01-16 13:35:00,East,Other,375,1,12,Normal,0,20,13,3,0,19.0,69.0,23.0
4484,2025-01-16 13:40:00,Central,Medical,822,3,21,Normal,0,21,13,3,0,20.0,60.0,20.0
4485,2025-01-16 13:45:00,East,Medical,334,3,28,Normal,0,21,13,3,0,21.0,62.0,20.666666666666668
4486,2025-01-16 13:50:00,East,Medical,477,3,18,Severe,1,43,13,3,0,21.0,85.0,28.333333333333332
4487,2025-01-16 13:55:00,West,Medical,847,3,13,Normal,0,18,13,3,0,43.0,82.0,27.333333333333332
4488,2025-01-16 14:00:00,Central,Police,470,2,6,Severe,0,47,14,3,0,18.0,108.0,36.0
4489,2025-01-16 14:05:00,North,Police,321,2,19,Normal,0,24,14,3,0,47.0,89.0,29.666666666666668
4490,2025-01-16 14:10:00,North,Medical,536,3,19,Normal,0,26,14,3,0,24.0,97.0,32.333333333333336
4491,2025-01-16 14:15:00,South,Other,243,1,12,Normal,1,40,14,3,0,26.0,90.0,30.0
4492,2025-01-16 14:20:00,Central,Other,246,1,23,Normal,0,26,14,3,0,40.0,92.0,30.666666666666668
4493,2025-01-16 14:25:00,West,Police,413,2,17,Severe,0,36,14,3,0,26.0,102.0,34.0
4494,2025-01-16 14:30:00,South,Other,196,1,14,Normal,0,14,14,3,0,36.0,76.0,25.333333333333332
4495,2025-01-16 14:35:00,North,Medical,311,3,28,Normal,0,17,14,3,0,14.0,67.0,22.333333333333332
4496,2025-01-16 14:40:00,West,Medical,545,3,10,Normal,0,22,14,3,0,17.0,53.0,17.666666666666668
4497,2025-01-16 14:45:00,Central,Police,547,2,16,Normal,0,22,14,3,0,22.0,61.0,20.333333333333332
4498,2025-01-16 14:50:00,West,Police,272,2,14,Normal,0,30,14,3,0,22.0,74.0,24.666666666666668
4499,2025-01-16 14:55:00,Central,Police,669,2,20,Normal,0,12,14,3,0,30.0,64.0,21.333333333333332
4500,2025-01-16 15:00:00,South,Medical,678,3,23,Severe,0,36,15,3,0,12.0,78.0,26.0
4501,2025-01-16 15:05:00,North,Police,351,2,17,Normal,0,17,15,3,0,36.0,65.0,21.666666666666668
4502,2025-01-16 15:10:00,East,Medical,590,3,24,Normal,0,22,15,3,0,17.0,75.0,25.0
4503,2025-01-16 15:15:00,East,Police,592,2,11,Severe,0,50,15,3,0,22.0,89.0,29.666666666666668
4504,2025-01-16 15:20:00,East,Police,242,2,7,Normal,0,19,15,3,0,50.0,91.0,30.333333333333332
4505,2025-01-16 15:25:00,South,Medical,862,3,15,Normal,1,33,15,3,0,19.0,102.0,34.0
4506,2025-01-16 15:30:00,West,Medical,791,3,12,Normal,0,14,15,3,0,33.0,66.0,22.0
4507,2025-01-16 15:35:00,East,Fire,630,4,16,Normal,0,16,15,3,0,14.0,63.0,21.0
4508,2025-01-16 15:40:00,West,Other,218,1,8,Normal,0,18,15,3,0,16.0,48.0,16.0
4509,2025-01-16 15:45:00,East,Medical,564,3,17,Normal,0,24,15,3,0,18.0,58.0,19.333333333333332
4510,2025-01-16 15:50:00,West,Medical,338,3,14,Severe,0,39,15,3,0,24.0,81.0,27.0
4511,2025-01-16 15:55:00,East,Police,207,2,19,Normal,0,17,15,3,0,39.0,80.0,26.666666666666668
4512,2025-01-16 16:00:00,West,Medical,724,3,22,Normal,0,20,16,3,0,17.0,76.0,25.333333333333332
4513,2025-01-16 16:05:00,East,Medical,678,3,8,Normal,0,14,16,3,0,20.0,51.0,17.0
4514,2025-01-16 16:10:00,South,Medical,658,3,17,Normal,1,31,16,3,0,14.0,65.0,21.666666666666668
4515,2025-01-16 16:15:00,South,Medical,384,3,5,Normal,0,20,16,3,0,31.0,65.0,21.666666666666668
4516,2025-01-16 16:20:00,East,Other,378,1,12,Normal,0,14,16,3,0,20.0,65.0,21.666666666666668
4517,2025-01-16 16:25:00,West,Medical,810,3,26,Normal,1,41,16,3,0,14.0,75.0,25.0
4518,2025-01-16 16:30:00,South,Fire,699,4,16,Normal,0,14,16,3,0,41.0,69.0,23.0
4519,2025-01-16 16:35:00,South,Other,279,1,20,Normal,0,22,16,3,0,14.0,77.0,25.666666666666668
4520,2025-01-16 16:40:00,East,Medical,397,3,10,Normal,0,13,16,3,0,22.0,49.0,16.333333333333332
4521,2025-01-16 16:45:00,West,Other,306,1,29,Normal,0,22,16,3,0,13.0,57.0,19.0
4522,2025-01-16 16:50:00,East,Other,129,1,16,Normal,0,18,16,3,0,22.0,53.0,17.666666666666668
4523,2025-01-16 16:55:00,Central,Police,689,2,27,Normal,0,11,16,3,0,18.0,51.0,17.0
4524,2025-01-16 17:00:00,North,Police,799,2,15,Normal,0,11,17,3,0,11.0,40.0,13.333333333333334
4525,2025-01-16 17:05:00,North,Medical,449,3,26,Normal,0,19,17,3,0,11.0,41.0,13.666666666666666
4526,2025-01-16 17:10:00,East,Medical,867,3,7,Normal,0,13,17,3,0,19.0,43.0,14.333333333333334
4527,2025-01-16 17:15:00,North,Medical,750,3,21,Normal,0,17,17,3,0,13.0,49.0,16.333333333333332
4528,2025-01-16 17:20:00,South,Police,218,2,13,Normal,0,15,17,3,0,17.0,45.0,15.0
4529,2025-01-16 17:25:00,Central,Medical,392,3,6,Normal,0,21,17,3,0,15.0,53.0,17.666666666666668
4530,2025-01-16 17:30:00,Central,Medical,544,3,27,Normal,0,18,17,3,0,21.0,54.0,18.0
4531,2025-01-16 17:35:00,Central,Other,374,1,5,Normal,0,31,17,3,0,18.0,70.0,23.333333333333332
4532,2025-01-16 17:40:00,Central,Other,325,1,7,Normal,0,25,17,3,0,31.0,74.0,24.666666666666668
4533,2025-01-16 17:45:00,East,Medical,669,3,19,Normal,0,21,17,3,0,25.0,77.0,25.666666666666668
4534,2025-01-16 17:50:00,North,Other,355,1,26,Normal,0,15,17,3,0,21.0,61.0,20.333333333333332
4535,2025-01-16 17:55:00,Central,Medical,645,3,29,Normal,0,18,17,3,0,15.0,54.0,18.0
4536,2025-01-16 18:00:00,North,Medical,745,3,26,Normal,0,24,18,3,0,18.0,57.0,19.0
4537,2025-01-16 18:05:00,East,Medical,437,3,7,Normal,0,34,18,3,0,24.0,76.0,25.333333333333332
4538,2025-01-16 18:10:00,South,Fire,559,4,16,Normal,0,28,18,3,0,34.0,86.0,28.666666666666668
4539,2025-01-16 18:15:00,South,Other,287,1,29,Normal,0,29,18,3,0,28.0,91.0,30.333333333333332
4540,2025-01-16 18:20:00,Central,Medical,420,3,8,Normal,0,37,18,3,0,29.0,94.0,31.333333333333332
4541,2025-01-16 18:25:00,South,Other,330,1,16,Normal,0,34,18,3,0,37.0,100.0,33.333333333333336
4542,2025-01-16 18:30:00,Central,Police,445,2,26,Normal,0,23,18,3,0,34.0,94.0,31.333333333333332
4543,2025-01-16 18:35:00,West,Medical,735,3,8,Normal,0,31,18,3,0,23.0,88.0,29.333333333333332
4544,2025-01-16 18:40:00,Central,Medical,605,3,12,Normal,0,34,18,3,0,31.0,88.0,29.333333333333332
4545,2025-01-16 18:45:00,North,Other,354,1,11,Severe,0,47,18,3,0,34.0,112.0,37.333333333333336
4546,2025-01-16 18:50:00,North,Police,272,2,19,Normal,0,40,18,3,0,47.0,121.0,40.333333333333336
4547,2025-01-16 18:55:00,East,Police,596,2,29,Normal,0,18,18,3,0,40.0,105.0,35.0
4548,2025-01-16 19:00:00,South,Police,354,2,11,Normal,0,32,19,3,0,18.0,90.0,30.0
4549,2025-01-16 19:05:00,West,Medical,578,3,16,Normal,0,22,19,3,0,32.0,72.0,24.0
4550,2025-01-16 19:10:00,West,Police,329,2,28,Normal,0,32,19,3,0,22.0,86.0,28.666666666666668
4551,2025-01-16 19:15:00,South,Other,158,1,26,Normal,0,40,19,3,0,32.0,94.0,31.333333333333332
4552,2025-01-16 19:20:00,Central,Fire,451,4,10,Normal,0,27,19,3,0,40.0,99.0,33.0
4553,2025-01-16 19:25:00,North,Medical,682,3,22,Severe,0,64,19,3,0,27.0,131.0,43.666666666666664
4554,2025-01-16 19:30:00,Central,Police,308,2,10,Severe,0,41,19,3,0,64.0,132.0,44.0
4555,2025-01-16 19:35:00,West,Fire,1188,4,14,Normal,0,27,19,3,0,41.0,132.0,44.0
4556,2025-01-16 19:40:00,North,Medical,452,3,17,Normal,0,35,19,3,0,27.0,103.0,34.333333333333336
4557,2025-01-16 19:45:00,North,Other,336,1,22,Normal,0,31,19,3,0,35.0,93.0,31.0
